,Protein_ID,Pfam_Families
2109,Q92456,PF16499
2110,H6QM90,PF20947
2111,P08700,PF02059
2112,P31751,PF00169
2113,Q9ULV1,PF01534
2114,P01375,PF00229
2115,Q962Y6,PF00462
2116,P67911,PF01370
2117,G1RH57,PF00104
2118,P9WPP9,PF00067
2119,Q8TZW4,PF05343
2120,Q5VTE6,PF19339
2121,Q9QM22,PF00077
2122,Q13635,PF12349
2123,Q82500,PF00509
2124,P56658,PF00962
2125,Q13555,PF08332
2126,A0A1U8X168,PF03171
2127,P38571,PF00561
2128,A0A059PIQ0,PF01353
2129,P80691,PF00197
2130,Q8WWQ0,PF00439
2131,Q9H1D0,PF00023
2132,A0A0H2V3J7,PF03739
2133,E0A3B3,PF15445
2134,Q9WY06,PF01725
2135,Q7T9D9,PF22307
2136,O00230,PF03002
2137,Q65900,PF08727
2138,O43189,PF14061
2139,O22476,PF20141
2140,Q9WVT6,PF00194
2141,A0A1D8PHA2,PF02939
2142,A0A5C6M0R4,PF00905
2143,Q86WJ1,PF00271
2144,A0A0B4MVN6,PF08727
2145,P03314,PF20907
2146,Q9A6Q5,PF13667
2147,Q3SAW3,PF13354
2148,P06654,PF17573
2149,Q8JDI3,PF00516
2150,Q9Y566,PF12796
2151,O67618,PF00679
2152,O15143,PF00400
2153,O15144,PF04045
2154,Q9L0T8,PF02621
2155,Q6TCP8,PF00516
2156,A2NHM3,PF07654
2157,M1UZ70,PF07504
2158,Q9Y5S2,PF00130
2159,P29288,PF00149
2160,B5Z8H1,PF01856
2161,A2QBV3,PF00724
2162,A0A1Z2WUW0,PF16451
2163,Q8DNX4,PF12850
2164,C5CSP2,PF01047
2165,P20061,PF01122
2166,P31122,PF07690
2167,P0AES4,PF03989
2168,P09703,PF00001
2169,P29992,PF00503
2170,P18965,PF00089
2171,A0A067XP79,PF02972
2172,A0A0S4TLR1,PF07938
2173,A0A060BIS8,PF02225
2174,Q15059,PF17035
2175,Q7VHG9,PF01578
2176,P36507,PF00069
2177,E4KPW4,PF01566
2178,Q8YSC4,PF01036
2179,P97571,PF01067
2180,P05113,PF02025
2181,P07098,PF00561
2182,Q96BZ9,PF00566
2183,P02584,PF00235
2184,Q2M2I8,PF00069
2185,P03435,PF00509
2186,Q8LGG8,PF00582
2187,P03300,PF08727
2188,P04936,PF08727
2189,P08953,PF00560
2190,Q9AMP1,PF02839
2191,Q869C3,PF00135
2192,P0ADC3,PF02687
2193,P15468,PF00074
2194,P28313,PF00141
2195,P15636,PF01483
2196,P16140,PF00006
2197,P0C572,PF24834
2198,A0A0H3GQS4,PF00724
2199,Q60187,PF00006
2200,P19634,PF00999
2201,A5H025,PF00023
2202,Q96G97,PF06775
2203,A0A2N8U1P8,PF01555
2204,Q8IAS0,PF00026
2205,M1H2Q1,PF13641
2206,P78352,PF00625
2207,P06870,PF00089
2208,Q8VDG3,PF04857
2209,P21404,PF08727
2210,P01833,PF07686
2211,Q99AU2,PF07652
2212,P54098,PF18136
2213,G0S4G4,PF00004
2214,P97546,PF07679
2215,Q58649,PF06787
2216,P35812,PF00197
2217,P53355,PF00023
2218,P0DMV8,PF00012
2219,U5LUV7,PF01607
2220,P81371,PF00139
2221,A0A1W5II89,PF00509
2222,Q76KY2,PF00501
2223,L7YN49,PF00509
2224,P26231,PF01044
2225,Q9BUB5,PF00069
2226,P76045,PF09381
2227,Q695T7,PF00209
2228,A0A2P1G1L3,PF16451
2229,P78363,PF12698
2230,Q7DI68,PF00161
2231,Q12923,PF09380
2232,P68363,PF00091
2233,A8JNZ2,PF16451
2234,Q86YV6,PF00069
2235,G5EGS3,PF23203
2236,P0A7Z4,PF01000
2237,O15923,PF08761
2238,Q8T6I2,PF01395
2239,Q8I4X0,PF00022
2240,Q8MNY2,PF00112
2241,Q13976,PF00027
2242,G0YZJ9,PF02123
2243,P16094,PF00161
2244,P04122,PF00139
2245,Q96GX5,PF00069
2246,Q59UP8,PF00909
2247,P24158,PF00089
2248,P03421,PF02478
2249,P40107,PF08449
2250,Q8WVM7,PF24571
2251,Q97Z79,PF07541
2252,P39898,PF00026
2253,E0J719,PF00004
2254,P02769,PF00273
2255,Q72498,PF00552
2256,Q9U556,PF06585
2257,D2IYS2,PF07714
2258,C3PR70,PF00509
2259,B2VNK2,PF00509
2260,P16113,PF00989
2261,P50135,PF13489
2262,A0A0H2Y045,PF07472
2263,Q9HX28,PF01471
2264,P37064,PF00394
2265,P43457,PF00137
2266,P22680,PF00067
2267,P04578,PF00516
2268,Q9UNN8,PF16497
2269,Q6N7Y7,PF00258
2270,Q12001,PF03155
2271,A0AAJ6N6B2,PF01036
2272,O08915,PF23322
2273,A0A024S820,PF22807
2274,Q79VD9,PF01053
2275,D2XKK9,PF00905
2276,P09493,PF00261
2277,A0A520KTT2,PF00106
2278,I3U4H4,PF00464
2279,G5DE28,PF00905
2280,Q03555,PF00994
2281,O04567,PF00560
2282,P27958,PF07652
2283,Q0S7I6,PF00990
2284,P03952,PF00024
2285,Q14012,PF00069
2286,Q9LSI9,PF00560
2287,Q7TT37,PF23925
2288,Q13133,PF00104
2289,P19329,PF00139
2290,P07026,PF03472
2291,O05581,PF13302
2292,A9CIP6,PF00881
2293,A8HWY8,PF00509
2294,Q3UH53,PF00041
2295,A0A6P3CW41,PF01036
2296,Q10651,PF10515
2297,A0A6P3CW42,PF01036
2298,Q9Y6L6,PF07648
2299,P9WMJ9,PF00012
2300,P54753,PF14575
2301,P22897,PF24562
2302,Q9F7P4,PF01036
2303,Q05315,PF00337
2304,A6TGC5,PF00270
2305,Q9HY79,PF00210
2306,A0A125YN40,PF01053
2307,P15266,PF00334
2308,Q9NNX6,PF00059
2309,P0CL52,PF09052
2310,Q9UVT8,PF00885
2311,A0A3Q8IW45,PF00439
2312,P78368,PF12605
2313,Q38DE2,PF01612
2314,A5K302,PF00026
2315,P00949,PF02878
2316,P31371,PF00167
2317,O41855,PF00740
2318,O00206,PF12799
2319,Q79PF6,PF07688
2320,P0A825,PF00464
2321,Q99558,PF00069
2322,P24863,PF16899
2323,P46531,PF00023
2324,Q8WS25,PF00348
2325,O52377,PF01220
2326,A0A088BEK2,PF00509
2327,Q05488,PF02310
2328,Q96FE5,PF07679
2329,Q02297,PF00008
2330,Q9Y6W6,PF00782
2331,P13501,PF00048
2332,P28585,PF13354
2333,B8K0N8,PF00064
2334,H9XI12,PF00064
2335,A0A0B4J279,PF07686
2336,A0A0B4J271,PF07686
2337,P75820,PF01510
2338,Q9R186,PF12796
2339,Q9SCZ4,PF12819
2340,E4PMA5,PF00128
2341,P22605,PF00104
2342,P07677,PF00006
2343,Q9LUT0,PF07714
2344,Q9ZQI7,PF00155
2345,Q9GU80,PF00027
2346,P14141,PF00194
2347,Q5FWF9,PF07654
2348,P19492,PF01094
2349,P15108,PF13589
2350,P19696,PF00509
2351,A0A7M4DUE9,PF01036
2352,Q45222,PF19086
2353,Q4JIM5,PF08919
2354,Q9E148,PF00509
2355,Q12737,PF07731
2356,O35627,PF00104
2357,Q6Q1S2,PF01600
2358,P00127,PF02320
2359,Q9WZY4,PF01053
2360,A6T8V8,PF04940
2361,Q9X1G6,PF12822
2362,Q14515,PF09289
2363,A0A0B4N5Z5,PF00064
2364,A0A0C4X0C0,PF00509
2365,F9USS9,PF09861
2366,P03146,PF00906
2367,P00738,PF00089
2368,P51159,PF00071
2369,P11568,PF01869
2370,P08219,PF02931
2371,P0C6X5,PF13087
2372,A0A0C4WXC5,PF00064
2373,Q6DPL2,PF00064
2374,A0A182DWE0,PF00509
2375,A0A0C5BL75,PF00064
2376,Q01433,PF19326
2377,A0A380DQV1,PF00067
2378,P9WPC9,PF00004
2379,P43183,PF00407
2380,P26262,PF00024
2381,Q6TEC1,PF22327
2382,P01709,PF07686
2383,P15494,PF00407
2384,Q9RVZ5,PF01433
2385,D0CAD5,PF13561
2386,A7UD81,PF00186
2387,A0A125SA26,PF00903
2388,P47898,PF00001
2389,P01739,PF07686
2390,Q65XA0,PF13410
2391,Q9Z1W9,PF12202
2392,Q9Y666,PF00324
2393,P24928,PF04997
2394,E1B792,PF00654
2395,P20261,PF00135
2396,C4YNU9,PF00225
2397,A0A1D8PKA4,PF00225
2398,P53476,PF00022
2399,Q9LD83,PF03595
2400,Q06124,PF00017
2401,Q70626,PF00516
2402,Q9BZP6,PF01607
2403,P00799,PF00026
2404,Q8WR62,PF11386
2405,Q9Y253,PF00817
2406,P04552,PF01303
2407,Q9CZP5,PF00004
2408,Q6ED33,PF00135
2409,P21127,PF00069
2410,Q99986,PF00069
2411,W7FI62,PF08627
2412,P01123,PF00071
2413,P04525,PF02916
2414,M1E1G6,PF00041
2415,Q6VVX0,PF00067
2416,Q13237,PF00027
2417,Q9UHN6,PF24606
2418,O60568,PF03171
2419,C6ZIH2,PF00516
2420,P04181,PF00202
2421,A0A100XE85,PF00005
2422,P70698,PF06418
2423,P0DP24,PF13499
2424,P70303,PF06418
2425,P0CE47,PF00009
2426,P07911,PF23283
2427,Q83AB2,PF00186
2428,P9WQI9,PF06472
2429,P00669,PF00074
2430,P56704,PF00110
2431,P08921,PF05790
2432,Q2M385,PF01823
2433,A4I093,PF16177
2434,G7CIG9,PF03129
2435,Q8IDW1,PF00069
2436,A0A8B6QN60,PF16451
2437,Q8T8F4,PF00188
2438,Q6J8X0,PF03552
2439,A0A0H3JUK5,PF03642
2440,Q9HU22,PF00483
2441,A4GXQ1,PF00509
2442,M0R9A7,PF01094
2443,A0A1C7D191,PF00202
2444,P23443,PF00069
2445,A2TEF2,PF00067
2446,P09850,PF00457
2447,Q15262,PF00041
2448,P19525,PF00035
2449,P01645,PF07686
2450,P0C6E0,PF04205
2451,O52792,PF01070
2452,A0A144A2H0,PF01321
2453,A0A0H2YN38,PF16403
2454,Q53728,PF13091
2455,Q1GQ33,PF00326
2456,Q2PAY2,PF14531
2457,P94854,PF01036
2458,P12689,PF16589
2459,P61711,PF00885
2460,Q5SJ82,PF00025
2461,P29476,PF00667
2462,A0A348FV55,PF00509
2463,P77258,PF00724
2464,O75182,PF02671
2465,P75780,PF07715
2466,Q8IIL0,PF08246
2467,O60667,PF07686
2468,Q9I4E3,PF19420
2469,Q00604,PF00007
2470,Q1PDC7,PF22307
2471,O43488,PF00248
2472,P00784,PF08246
2473,Q8I6U4,PF08246
2474,P14894,PF00139
2475,A0A0C4ZYE2,PF00509
2476,M1PKZ3,PF05257
2477,E0RR11,PF00027
2478,A0A1S6R2B6,PF00509
2479,P09471,PF00503
2480,J4WAT9,PF00561
2481,P16932,PF00202
2482,Q818A3,PF01053
2483,A0A0H2YR30,PF01048
2484,G0RZG1,PF00004
2485,Q9UKK3,PF00533
2486,Q6CSZ6,PF01048
2487,F1MUC1,PF00664
2488,Q14108,PF01130
2489,Q181X4,PF01471
2490,P32099,PF10437
2491,F1Q9X9,PF13589
2492,Q2HJ86,PF00091
2493,A0AA82WPF7,PF00523
2494,Q90EA1,PF00077
2495,O14980,PF08767
2496,P74102,PF09150
2497,P61589,PF00071
2498,P27815,PF18100
2499,F2YRY5,PF00501
2500,P30989,PF00001
2501,H0Y4R8,PF00439
2502,Q71014,PF00516
2503,Q96Q15,PF02260
2504,Q3J5A7,PF00115
2505,Q6DRA1,PF00144
2506,Q9N0N8,PF15910
2507,O67357,PF00574
2508,Q000H7,PF00077
2509,A8YJW1,PF00698
2510,Q7N0L3,PF00574
2511,P23873,PF01381
2512,P0A6Z6,PF08753
2513,O49003,PF13426
2514,G2QDW1,PF00439
2515,Q8TG94,PF00394
2516,C0LGR3,PF00560
2517,Q9AVR2,PF00652
2518,A0A7H0DN89,PF08706
2519,P0A6H1,PF07724
2520,Q9Q0U9,PF00603
2521,D6XHE1,PF00112
2522,P11607,PF13246
2523,Q8N5Y8,PF18084
2524,A0A7D6P0R3,PF16451
2525,O15211,PF00788
2526,Q48255,PF01220
2527,P00579,PF04546
2528,P63359,PF00664
2529,D3ZDG4,PF15550
2530,P04850,PF00423
2531,P49761,PF00069
2532,P08922,PF00041
2533,A0A4P2WWN2,PF00005
2534,P32929,PF01053
2535,P45352,PF00303
2536,A0A2S5T447,PF01061
2537,Q95PM0,PF12131
2538,P07355,PF00191
2539,Q6VMK1,PF00509
2540,P10688,PF00168
2541,P9WPD1,PF00004
2542,Q96L34,PF02149
2543,P38811,PF02259
2544,P04234,PF16680
2545,O14672,PF21299
2546,A0A8J0PCK4,PF15892
2547,P0C6X1,PF13087
2548,O43292,PF04114
2549,C0QRB5,PF00194
2550,P35970,PF01068
2551,Q86V25,PF14822
2552,Q9BY32,PF01725
2553,Q9LS02,PF06351
2554,A0A0B4J272,PF07686
2555,P82474,PF00112
2556,C5HX06,PF05424
2557,I1X0L2,PF15445
2558,Q12884,PF00930
2559,Q2TR58,PF00905
2560,P07607,PF00303
2561,P69905,PF00042
2562,P11499,PF13589
2563,A0A1D2IX29,PF10437
2564,P10104,PF07921
2565,O77811,PF00405
2566,P03404,PF00469
2567,Q16513,PF02185
2568,P02724,PF01102
2569,P0AE70,PF02452
2570,D9IEJ2,PF07921
2571,E9QY26,PF00067
2572,P22441,PF13561
2573,A5YKK6,PF22940
2574,P56273,PF02201
2575,A8WFV1,PF13589
2576,U5WLK5,PF16451
2577,P02666,PF00363
2578,P00039,PF00034
2579,O43566,PF02188
2580,Q96DC9,PF10275
2581,B9UCQ4,PF00104
2582,P36370,PF00664
2583,P47735,PF00560
2584,Q9KTW3,PF00571
2585,Q5SL87,PF17864
2586,B8NJH3,PF08100
2587,Q01166,PF13354
2588,P0AD64,PF13354
2589,S5UH55,PF00520
2590,P06307,PF00918
2591,P50743,PF14714
2592,P06704,PF13499
2593,P05846,PF13401
2594,Q8RLA6,PF00905
2595,P25858,PF02800
2596,A0A7W7YIU5,PF00091
2597,P06603,PF00091
2598,Q9UEE5,PF00069
2599,Q6PXP4,PF00798
2600,I7MHJ5,PF04096
2601,P55144,PF00041
2602,F5HCP3,PF11668
2603,O50131,PF00202
2604,P9WNN1,PF00009
2605,A0A1B1AYF2,PF04055
2606,A0A0C4DH27,PF07686
2607,Q9XZH7,PF00024
2608,P0CB51,PF00704
2609,P00343,PF02866
2610,Q57193,PF01376
2611,O55774,PF00516
2612,P22411,PF00930
2613,P84530,PF00161
2614,P24046,PF02931
2615,P9WHF3,PF00006
2616,P28845,PF00106
2617,O00522,PF13857
2618,Q6PIL8,PF07654
2619,G2Q0E2,PF04757
2620,Q9NAV7,PF00042
2621,P37475,PF07228
2622,Q97W94,PF01048
2623,P07342,PF02775
2624,Q15831,PF00069
2625,O96017,PF00498
2626,P01731,PF07686
2627,A0A067YZ73,PF00509
2628,P42356,PF00454
2629,A0A067YZV9,PF00509
2630,Q9SD76,PF00343
2631,O70370,PF08246
2632,Q96SW2,PF02190
2633,O52947,PF17989
2634,J9VVA4,PF13589
2635,G0S652,PF07819
2636,P56069,PF01053
2637,Q62639,PF00071
2638,O00757,PF00316
2639,Q4ZH98,PF00509
2640,A0A8C7BTF2,PF16959
2641,A9YN66,PF00509
2642,A0A059VJE6,PF19212
2643,Q1LX78,PF00664
2644,Q96P66,PF00001
2645,P51649,PF00171
2646,Q9X4B7,PF02563
2647,L7NUA2,PF03552
2648,Q4KMI8,PF00069
2649,P17695,PF00462
2650,Q9X0X1,PF02700
2651,A0A097BW12,PF08727
2652,Q6P9J9,PF16178
2653,P0C0S8,PF00125
2654,P00508,PF00155
2655,E9Q555,PF00097
2656,P51532,PF07533
2657,A0A3G5APE9,PF00049
2658,Q13283,PF02136
2659,P04693,PF00155
2660,O43924,PF05351
2661,P26349,PF00123
2662,A0A0F7R5U8,PF07654
2663,O00294,PF01167
2664,B8YAC7,PF07654
2665,O14976,PF00069
2666,O95749,PF00348
2667,P9WIE5,PF00141
2668,P69178,PF02258
2669,Q8AYW1,PF00798
2670,P50098,PF00571
2671,B2FR00,PF22042
2672,Q13315,PF02259
2673,Q8GB88,PF00082
2674,Q1DB04,PF00025
2675,B4FNK8,PF01817
2676,A0A023J4Z7,PF00798
2677,Q911P0,PF00798
2678,P26562,PF00509
2679,Q9UBU9,PF24048
2680,P00634,PF00245
2681,Q8WS31,PF05424
2682,P80226,PF14651
2683,Q96Q83,PF13532
2684,P96356,PF08843
2685,P29295,PF00069
2686,P47929,PF00337
2687,Q11069,PF07810
2688,P10297,PF00161
2689,O08573,PF00337
2690,P31226,PF00086
2691,P27696,PF02775
2692,P13180,PF24833
2693,P05046,PF00139
2694,P03275,PF00541
2695,P03276,PF01686
2696,O00555,PF08763
2697,Q9F8A8,PF03063
2698,F7X6I3,PF00171
2699,P18858,PF04679
2700,Q02150,PF02811
2701,Q96RD6,PF00876
2702,Q12718,PF00394
2703,P93330,PF00407
2704,B3DIN1,PF00560
2705,P33331,PF02136
2706,Q9Y6K0,PF01066
2707,I0YUS5,PF01036
2708,G8GLP2,PF14310
2709,Q3E8W4,PF12819
2710,A0A0M2KDV0,PF00067
2711,Q9SR05,PF12819
2712,Q5DL24,PF00509
2713,C4M483,PF00503
2714,P07340,PF00287
2715,P02994,PF22594
2716,Q96LT4,PF14360
2717,Q13523,PF00069
2718,A0A059VBQ9,PF00509
2719,Q58933,PF08433
2720,A5K736,PF16830
2721,Q1G930,PF12822
2722,A0A452CSQ7,PF00004
2723,A0A086HZU3,PF00005
2724,A0A0C4DH41,PF07686
2725,P12439,PF00509
2726,A0A5C2GCZ2,PF07686
2727,Q195N6,PF03618
2728,C7YS44,PF00144
2729,P53671,PF00412
2730,Q67333,PF00509
2731,O43613,PF00001
2732,Q82122,PF08727
2733,Q9ALS3,PF05523
2734,P33681,PF08205
2735,Q8IB67,PF00583
2736,Q9ALS4,PF05523
2737,O35405,PF13918
2738,A0A4X1V520,PF00992
2739,Q3L181,PF00248
2740,Q4W8A1,PF00520
2741,Q9NPI1,PF00439
2742,P04695,PF00503
2743,Q5HK89,PF22335
2744,P63087,PF00149
2745,Q6XV27,PF00064
2746,P55222,PF00027
2747,P01757,PF07686
2748,Q9HXN1,PF00497
2749,P32537,PF08727
2750,P43403,PF07714
2751,A3WE14,PF00501
2752,A0A0H3JME9,PF03793
2753,C6A2U9,PF04679
2754,S8EY38,PF00202
2755,P10614,PF00067
2756,P11216,PF00343
2757,P14350,PF17921
2758,P08263,PF00043
2759,O33336,PF17837
2760,F6ZMI5,PF07686
2761,Q06994,PF13439
2762,A8K979,PF00929
2763,P31373,PF01053
2764,B1N6C5,PF20907
2765,Q873X9,PF00704
2766,D3TI84,PF16739
2767,O39791,PF20907
2768,P63103,PF00244
2769,P09866,PF20907
2770,O80452,PF19326
2771,P27915,PF20907
2772,Q9II02,PF20907
2773,A8UDR1,PF00509
2774,Q15399,PF13855
2775,O60603,PF00560
2776,P21439,PF00664
2777,A0A2V2V5V1,PF00439
2778,P19812,PF18995
2779,Q3IY09,PF00355
2780,P22851,PF00161
2781,Q9BH77,PF13561
2782,P22894,PF00045
2783,B2HF11,PF00011
2784,Q13232,PF00334
2785,W6A0A7,PF16451
2786,G7NS93,PF13855
2787,P9WPP1,PF00067
2788,Q99P58,PF00071
2789,P49147,PF00168
2790,Q62011,PF05808
2791,P17787,PF02931
2792,P61006,PF00071
2793,P56221,PF02982
2794,Q8XXK6,PF07938
2795,P96787,PF01036
2796,Q09428,PF00664
2797,A4HXQ3,PF00069
2798,P15812,PF07654
2799,B6ZK67,PF00698
2800,Q54MP1,PF00066
2801,P23677,PF03770
2802,O31742,PF01245
2803,F6N9E7,PF00394
2804,Q05609,PF14381
2805,K0BRG7,PF16451
2806,Q14498,PF15519
2807,S5DM51,PF01036
2808,P43166,PF00194
2809,P30519,PF01126
2810,A0A0A7SZD7,PF03551
2811,Q9WZ62,PF00497
2812,A0A0H2YRZ7,PF00571
2813,Q2TWF5,PF00194
2814,Q6WVP6,PF00491
2815,Q8LAH7,PF00724
2816,P04925,PF00377
2817,P10719,PF00006
2818,Q9BJF5,PF13499
2819,Q12TQ0,PF00016
2820,A0A286ZNN4,PF00329
2821,P28629,PF01276
2822,P0A2U4,PF07720
2823,B1MDL6,PF01467
2824,Q86UE8,PF00069
2825,Q79V60,PF06745
2826,Q56026,PF06511
2827,Q00535,PF00069
2828,Q868M7,PF00652
2829,P46798,PF00308
2830,G0SF48,PF06391
2831,O29238,PF00270
2832,Q9BYX4,PF16739
2833,Q04230,PF10412
2834,O35718,PF00017
2835,P29016,PF07654
2836,Q9KH42,PF03496
2837,Q9W1M7,PF00454
2838,F5B5W8,PF03496
2839,P95481,PF08933
2840,P00756,PF00089
2841,P01909,PF07654
2842,Q8ZD36,PF01266
2843,P29965,PF00229
2844,P20815,PF00067
2845,P00776,PF02983
2846,P32418,PF03160
2847,B7GZW7,PF01180
2848,A0A0B4SHY9,PF02832
2849,A0A067Y6L0,PF00509
2850,P35221,PF01044
2851,A0A109YUH3,PF00509
2852,Q68Y26,PF20907
2853,P22055,PF08727
2854,A0A0M3KL32,PF13462
2855,Q15418,PF00069
2856,Q837A3,PF12822
2857,Q9L8G8,PF00440
2858,P0C024,PF00293
2859,P00778,PF02983
2860,H2QL32,PF00233
2861,P26664,PF07652
2862,Q9ZPL5,PF01053
2863,Q89U61,PF01382
2864,Q8WZA1,PF03071
2865,K7N5N2,PF09291
2866,P56206,PF03129
2867,Q9HYN5,PF07472
2868,Q5BAS1,PF14310
2869,O75643,PF21188
2870,O27985,PF21682
2871,Q6UWY2,PF00089
2872,A0A3T6B0Z0,PF11795
2873,O93655,PF11838
2874,P15121,PF00248
2875,Q834R3,PF00303
2876,P07359,PF13855
2877,P30086,PF01161
2878,P45481,PF00439
2879,O14763,PF00531
2880,P60011,PF00022
2881,Q08722,PF04549
2882,D3XDJ6,PF12216
2883,O60896,PF04901
2884,A0A5C9SS28,PF01551
2885,Q8ZKR2,PF00294
2886,Q8C7D2,PF02190
2887,P36334,PF16451
2888,A0A0H6I1B7,PF02687
2889,H9XC94,PF00509
2890,Q993A4,PF22213
2891,O75751,PF07690
2892,P02281,PF00125
2893,Q8ZKF6,PF16177
2894,A3M137,PF00119
2895,A0A9K2KM41,PF07963
2896,P32769,PF22594
2897,P31382,PF02815
2898,A0A0M3KKT0,PF01590
2899,R4GRV3,PF00516
2900,P9WGU9,PF01547
2901,A0A221ZS22,PF01607
2902,Q5SLD7,PF01547
2903,P51795,PF00571
2904,O94760,PF19420
2905,B0R2U4,PF01036
2906,P9WNX1,PF00186
2907,Q96NX5,PF00069
2908,P9WG01,PF00528
2909,P04972,PF04868
2910,A0FFQ6,PF00509
2911,Q8TGI8,PF14310
2912,Q2F4V6,PF00509
2913,B7NWR4,PF00509
2914,Q945K2,PF05199
2915,Q00G25,PF00509
2916,P31644,PF02931
2917,Q5EP31,PF00509
2918,P18507,PF02931
2919,P03621,PF05356
2920,Q9PMT7,PF17864
2921,P68403,PF00130
2922,P16293,PF00008
2923,P30988,PF00002
2924,Q1KHG8,PF00509
2925,Q6DHI5,PF02146
2926,P19656,PF00234
2927,P36108,PF03357
2928,B5BSA0,PF07654
2929,P41832,PF06367
2930,Q8NBJ9,PF13965
2931,P55017,PF00324
2932,A0A1Y0DD46,PF01600
2933,P08183,PF00664
2934,P09237,PF00413
2935,Q95WL3,PF00348
2936,P16348,PF00197
2937,P87666,PF22307
2938,P02794,PF00210
2939,O51419,PF00334
2940,A0QY10,PF16877
2941,A2PZA5,PF00348
2942,Q6TMK4,PF03098
2943,Q4KLV1,PF01066
2944,S0DUX5,PF01053
2945,P47871,PF00002
2946,P18105,PF00225
2947,Q14790,PF01335
2948,Q03720,PF03493
2949,Q5UXY6,PF01036
2950,P77425,PF01546
2951,P49327,PF00698
2952,Q9X2W0,PF00664
2953,P12996,PF06968
2954,Q4JAZ7,PF05221
2955,Q6LYR8,PF05221
2956,P27282,PF01661
2957,Q9I0M3,PF13491
2958,Q9WUL6,PF00069
2959,P0AE12,PF10423
2960,Q99ZN4,PF04203
2961,A0A218QMM7,PF01036
2962,O34664,PF04265
2963,H2MCM1,PF14798
2964,P33469,PF00937
2965,A2QS62,PF00394
2966,P22274,PF00025
2967,P25062,PF18204
2968,P34972,PF00001
2969,O95163,PF23925
2970,P0AFW8,PF07073
2971,P93248,PF00139
2972,P13829,PF06247
2973,Q8AZ87,PF00064
2974,P69051,PF01036
2975,P34947,PF00069
2976,P17706,PF00102
2977,P03126,PF00518
2978,Q8A5J2,PF02026
2979,Q16819,PF01400
2980,P17252,PF00130
2981,P48061,PF00048
2982,Q9VB68,PF12032
2983,P15273,PF00102
2984,B2CKP3,PF00440
2985,P0A6D0,PF01316
2986,P0DOX5,PF07654
2987,O67648,PF03331
2988,P56410,PF00405
2989,P60059,PF00584
2990,P08174,PF00084
2991,P19803,PF02115
2992,P40879,PF01740
2993,Q57265,PF03102
2994,O00410,PF02985
2995,Q8QT89,PF00509
2996,Q99PT1,PF02115
2997,P27918,PF22195
2998,P18875,PF00509
2999,Q81V16,PF04203
3000,P04718,PF00016
3001,Q96KP4,PF07687
3002,P00876,PF00016
3003,A0R200,PF00006
3004,L0E2Z4,PF23441
3005,D2KBQ2,PF01589
3006,Q9H0U4,PF00071
3007,P53555,PF00202
3008,Q9ERK0,PF12796
3009,A6TCB0,PF14681
3010,Q1KHJ9,PF00509
3011,A0A0M3KKV1,PF00009
3012,A0A068J419,PF22307
3013,P42262,PF01094
3014,P15303,PF00626
3015,P04792,PF00011
3016,N0C8E5,PF00509
3017,P61136,PF00334
3018,B3LL85,PF00004
3019,Q9HCP0,PF12605
3020,Q9NZU0,PF13855
3021,Q9HAR2,PF00002
3022,A0A182AM64,PF00101
3023,P08100,PF00001
3024,P25974,PF00190
3025,P27694,PF04057
3026,A0QXA6,PF00664
3027,P50163,PF13561
3028,H7C677,PF00027
3029,P06612,PF01131
3030,E0YNJ7,PF00509
3031,P43354,PF00104
3032,O95497,PF00795
3033,K0IGW6,PF24856
3034,P55915,PF00139
3035,Q6Q760,PF00520
3036,A0A0H3JLH9,PF13561
3037,Q13507,PF12796
3038,Q9H221,PF01061
3039,Q9Y780,PF00394
3040,A0A0H2ZPI8,PF00664
3041,P23975,PF00209
3042,A0A6J0Z472,PF01401
3043,P31553,PF02028
3044,Q9ZGI2,PF00698
3045,P03451,PF00509
3046,Q8UVG6,PF00061
3047,P01317,PF00049
3048,Q8IW19,PF17913
3049,O60494,PF00431
3050,Q08636,PF00006
3051,P06241,PF07714
3052,P67046,PF00303
3053,P96084,PF00561
3054,O43602,PF03607
3055,P08582,PF00405
3056,A0AAT8XUL0,PF14310
3057,P05156,PF21286
3058,I0AXC3,PF00509
3059,P28185,PF00071
3060,A0AAT8XUK7,PF14310
3061,P0AEP7,PF02775
3062,P06340,PF07654
3063,P05771,PF00130
3064,A0A8M0FGR5,PF00464
3065,Q4JIX5,PF09209
3066,P0DMH7,PF01036
3067,Q9LCC8,PF00144
3068,P07818,PF02984
3069,B6VNT8,PF00022
3070,P35372,PF00001
3071,Q12629,PF02775
3072,Q5SI78,PF00491
3073,P01211,PF01160
3074,P84155,PF01218
3075,P04798,PF00067
3076,P01185,PF00220
3077,A0A4Y5R032,PF13410
3078,P15431,PF02931
3079,Q24171,PF00130
3080,P20068,PF07421
3081,P24296,PF00234
3082,P04051,PF04997
3083,Q8TD43,PF00520
3084,Q923J1,PF02816
3085,I7EFR1,PF00423
3086,A0A2T6C3M6,PF07938
3087,C7C6F1,PF00509
3088,Q9C5Q8,PF17842
3089,Q8CGK7,PF00503
3090,Q6XV46,PF00064
3091,P49917,PF00533
3092,Q59282,PF00202
3093,Q8NBN3,PF06814
3094,A0A218MY65,PF00509
3095,G0Z9B7,PF00509
3096,P03315,PF01589
3097,Q9H2X9,PF00324
3098,A6V1E4,PF13720
3099,Q5M2B1,PF17864
3100,P34998,PF00002
3101,P66746,PF14520
